timestamp,class,confidence,x,y,w,h,action,height,temp,speed_x,speed_y,speed_z,flight_time,battery,flight_id,video_path,detection_id
1758700686.9744158,0,0.9257280826568604,348,456,397,526,move_left,60,79.0,0,0,0,243,71,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00013
1758700688.9838688,0,0.9093856811523438,445,413,417,610,move_forward,50,78.5,0,0,0,245,71,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00014
1758700690.977126,0,0.8975784778594971,425,428,476,579,move_forward,60,78.0,0,0,0,247,70,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00015
1758700693.0408351,0,0.921001136302948,396,462,537,514,move_forward,60,78.0,0,0,0,249,70,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00016
1758700695.7217312,0,0.915507435798645,355,490,632,457,move_left,60,78.0,0,0,0,251,70,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00017
1758700698.212062,0,0.8797363638877869,500,452,683,533,move_forward,60,77.5,0,0,0,253,69,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00018
1758700700.688414,0,0.8835681080818176,428,428,824,579,move_forward,60,76.0,0,0,0,256,69,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00019
1758700702.150045,0,0.5904200077056885,72,672,144,94,move_left,70,76.0,0,0,0,258,68,flight-004,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-004/session_2025-09-24_16-57-31.avi,flight-004_00020
1758700197.3400068,0,0.859870195388794,486,298,111,134,move_forward,70,61.0,0,0,0,7,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00000
1758700199.8567932,0,0.800240159034729,473,300,118,141,move_forward,80,62.0,0,0,0,10,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00001
1758700202.467307,0,0.8222478032112122,478,324,127,152,move_forward,80,62.0,0,0,0,12,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00002
1758700205.5814242,0,0.8323753476142883,476,331,123,157,move_forward,80,62.5,1,0,0,15,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00003
1758700207.892028,0,0.7657082080841064,458,326,143,163,move_forward,80,63.0,1,0,0,18,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00004
1758700210.717312,0,0.8201891779899597,459,321,168,181,move_forward,80,64.0,0,0,0,20,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00005
1758700213.305254,0,0.876579761505127,465,318,165,189,move_forward,80,64.0,0,0,0,23,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00006
1758700216.01179,0,0.861499011516571,467,320,175,203,move_forward,80,64.5,0,0,0,26,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00007
1758700218.822023,0,0.8642127513885498,471,323,179,201,move_forward,70,65.0,1,0,0,28,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00008
1758700221.364807,0,0.8753975033760071,483,335,188,220,move_forward,70,66.0,0,0,0,31,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00009
1758700223.8735769,0,0.8478087186813354,501,339,175,229,move_forward,70,66.0,0,0,0,34,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00010
1758700226.777003,0,0.8433915972709656,512,369,185,242,move_forward,80,66.5,1,0,0,36,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00011
1758700229.377059,0,0.7560997009277344,525,383,201,254,move_forward,80,67.0,0,0,0,39,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00012
1758700231.978739,0,0.8379399180412292,544,408,223,297,move_forward,80,67.0,1,0,0,42,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00013
1758700234.587458,0,0.8788055777549744,554,441,244,330,move_forward,80,67.0,0,0,0,44,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00014
1758700237.2986,0,0.873907744884491,573,459,257,359,move_forward,80,67.0,0,0,0,47,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00015
1758700240.004726,0,0.884443998336792,668,504,377,361,move_right,80,67.5,0,0,0,50,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00016
1758700243.106633,0,0.8532910346984863,499,520,265,328,move_forward,80,67.0,0,0,0,52,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00017
1758700245.9147892,0,0.8655785918235779,521,542,312,354,move_forward,80,67.0,0,0,0,55,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00018
1758700248.544694,0,0.7831109762191772,687,516,546,404,move_right,70,68.0,1,0,0,58,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00019
1758700253.075637,0,0.5136047005653381,520,561,413,316,move_forward,80,68.0,0,0,0,61,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00020
1758700255.592026,0,0.8901760578155518,529,569,295,300,move_forward,70,69.0,1,0,0,65,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00021
1758700257.990815,0,0.7399977445602417,515,610,289,217,move_forward,80,68.5,1,0,0,68,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00022
1758700261.3941498,0,0.7216954827308655,553,602,359,233,move_forward,80,68.5,0,0,0,71,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00023
1758700265.59203,0,0.5924620032310486,580,657,184,124,move_forward,80,69.0,0,0,0,75,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00024
1758700267.977752,0,0.7545537352561951,591,651,195,135,move_right,70,69.0,1,0,0,78,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00025
1758700270.633596,0,0.5835949182510376,396,625,180,187,move_forward,80,69.5,0,0,0,81,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00026
1758700273.4892318,0,0.6208834052085876,366,663,206,111,move_left,80,69.5,0,0,0,84,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00027
1758700275.8995368,0,0.5898144245147705,545,627,199,184,move_forward,70,70.0,0,0,0,86,100,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00028
1758700279.902996,0,0.5232861638069153,518,685,205,68,move_forward,80,70.0,0,0,0,90,98,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00029
1758700282.999715,manual,1.0,-1,-1,-1,-1,manual_land,80,70.0,0,0,0,90,98,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00030
1758700914.285884,0,0.8011319041252136,533,268,122,200,move_forward,60,80.0,0,0,0,337,56,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00000
1758700916.15954,0,0.8539737462997437,538,264,137,214,move_forward,50,80.0,0,0,0,339,56,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00001
1758700917.9712582,0,0.8162174820899963,547,264,148,235,move_forward,50,80.0,0,0,0,340,56,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00002
1758700919.970848,0,0.8452470898628235,549,269,163,249,move_forward,50,80.0,0,0,0,342,56,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00003
1758700928.766069,0,0.869189441204071,539,294,159,269,move_forward,50,79.0,0,0,0,344,56,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00004
1758700931.0621629,0,0.8886875510215759,535,315,170,287,move_forward,60,78.0,0,0,0,353,54,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00005
1758700933.360945,0,0.8186886310577393,530,319,177,305,move_forward,60,77.5,0,0,0,355,54,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00006
1758700935.593086,0,0.8512073755264282,520,327,175,323,move_forward,60,78.0,0,0,0,358,53,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00007
1758700938.002476,0,0.8672581315040588,508,326,179,345,move_forward,50,78.0,0,0,0,360,52,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00008
1758700940.496901,0,0.9061173796653748,506,347,194,370,move_forward,60,77.5,0,0,0,362,52,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00009
1758700942.903203,0,0.8864648342132568,506,368,227,413,move_forward,60,77.5,0,0,0,365,51,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00010
1758700944.790185,0,0.9113706350326538,519,343,253,454,move_forward,50,77.5,0,0,0,367,51,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00011
1758700947.196033,0,0.9096621870994568,541,405,283,529,move_forward,50,77.0,0,0,0,369,50,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00012
1758700949.8033931,0,0.9180147647857666,567,452,312,534,move_forward,60,77.0,0,0,0,372,50,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00013
1758700952.100991,0,0.8873893618583679,577,445,338,546,move_forward,60,78.0,0,0,0,374,49,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00014
1758700954.6032488,0,0.8964969515800476,612,455,450,526,move_right,60,77.0,0,0,0,376,49,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00015
1758700957.100346,0,0.9462776184082032,484,442,414,551,move_forward,60,77.0,0,0,0,379,49,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00016
1758700959.7013671,0,0.9410017132759094,442,463,437,514,move_forward,60,76.5,0,0,0,381,48,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00017
1758700961.7050052,0,0.917962372303009,452,455,499,527,move_forward,60,77.0,0,0,0,384,48,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00018
1758700966.0227149,0,0.9267446398735046,518,420,519,599,move_forward,50,76.5,0,0,0,386,47,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00019
1758700968.537576,0,0.9521361589431764,711,462,496,514,move_right,60,76.5,0,0,0,390,47,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00020
1758700971.026624,0,0.9417672157287598,588,431,460,574,move_right,60,76.0,0,0,0,393,46,flight-006,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-006/session_2025-09-24_17-01-46.avi,flight-006_00021
1758701027.038843,0,0.8094595074653625,512,264,105,185,move_forward,70,81.5,0,0,0,405,43,flight-007,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-007/session_2025-09-24_17-03-40.avi,flight-007_00000
1758701029.005706,0,0.848015546798706,513,275,111,199,move_forward,70,81.0,0,0,0,408,43,flight-007,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-007/session_2025-09-24_17-03-40.avi,flight-007_00001
